bus_id,flag,IDNO,type,DGvoltage_A,DGvoltage_B,DGvoltage_C,DG_Type,CapA(Var),CapB(Var),CapC(Var),Load Model,BW_reg,PT_reg,CT_reg,vol_reg_A,vol_reg_B,vol_reg_C,control_phase_reg,TapA,TapB,TapC,Vbase,node_phases,pos_x,pos_y,loc_x,loc_y,switch_id,switch_phases,from_bus,to_bus,switch_status,flag_sw,Config,locsw_x,locsw_y,customer_id,loadpoint,PA,QA,PB,QB,PC,QC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1236,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1237,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1238,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1239,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1240,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1241,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1242,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1243,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1244,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1245,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1246,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1247,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1248,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1249,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1250,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1251,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1252,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1253,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1254,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1255,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1256,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1257,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1258,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1259,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1260,88,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1261,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1262,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1263,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1264,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1265,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1266,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1267,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1268,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1269,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1270,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1271,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1272,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1273,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1274,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1275,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1276,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1277,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1278,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1279,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1280,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1281,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1282,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1283,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1284,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1285,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1286,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1287,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1288,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1289,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1290,103,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1291,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1292,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1293,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1294,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1295,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1296,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1297,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1298,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1299,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1300,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1301,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1302,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1303,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1304,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1305,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1306,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1307,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1308,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1309,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1310,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1311,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1312,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1313,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1314,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1315,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1316,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1317,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1318,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1319,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1320,11,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1321,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1322,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1323,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1324,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1325,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1326,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1327,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1328,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1329,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1330,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1331,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1332,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1333,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1334,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1335,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1336,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1337,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1338,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1339,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1340,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1341,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1342,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1343,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1344,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1345,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1346,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1347,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1348,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1349,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1350,17,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1351,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1352,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1353,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1354,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1355,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1356,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1357,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1358,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1359,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1360,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1361,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1362,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1363,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1364,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1365,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1366,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1367,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1368,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1369,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1370,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1371,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1372,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1373,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1374,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1375,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1376,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1377,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1378,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1379,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1380,41,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1381,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1382,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1383,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1384,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1385,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1386,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1387,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1388,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1389,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1390,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1391,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1392,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1393,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1394,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1395,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1396,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1397,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1398,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1399,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1400,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1401,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1402,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1403,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1404,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1405,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1406,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1407,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1408,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1409,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1410,84,0,0,0,0,0.666666667,0.333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1411,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1412,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1413,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1414,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1415,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1416,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1417,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1418,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1419,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1420,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1421,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1422,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1423,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1424,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1425,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1426,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1427,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1428,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1429,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1430,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1431,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1432,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1433,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1434,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1435,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1436,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1437,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1438,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1439,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1440,62,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1441,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1442,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1443,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1444,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1445,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1446,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1447,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1448,77,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer1449,77,0,0,1.333333333,0.666666667,0,0
